num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,fall_les,int_o_noint
4457,2022,6,18,18:00 a 23:59,Noche,Mayo,Viernes,Sacatepéquez,Santiago Sacatepéquez,Ignorado,Mujer,24,20-24,20-24,20 - 24,Mayor,Camioneta,Hyundai,Gris,2003,2000-2009,Atropello,Lesionado,Internado
4458,2022,6,10,06:00 a 11:59,Mañana,Mayo,Viernes,Sacatepéquez,Santa María de Jesús,Ignorado,Hombre,69,65-69,60 y más,65 - 69,Mayor,Panel,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Lesionado,Internado
4459,2022,7,21,18:00 a 23:59,Noche,Mayo,Sabado,Guatemala,Guatemala,12,Hombre,21,20-24,20-24,20 - 24,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Lesionado,Internado
4460,2022,7,23,18:00 a 23:59,Noche,Mayo,Sabado,Guatemala,Mixco,1,Mujer,74,70-74,60 y más,70 - 74,Mayor,Pick up,Toyota,Verde,1998,1990-1999,Atropello,Lesionado,Internado
4461,2022,7,22,18:00 a 23:59,Noche,Mayo,Sabado,Alta Verapaz,Tactic,Ignorado,Hombre,64,60-64,60 y más,60 - 64,Mayor,Automóvil,Mazda,Azul,2006,2000-2009,Atropello,Fallecido,No internado
4462,2022,7,15,12:00 a 17:59,Tarde,Mayo,Sabado,Sololá,Nahualá,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Fallecido,No internado
4463,2022,7,13,12:00 a 17:59,Tarde,Mayo,Sabado,Chimaltenango,Patzicía,3,Hombre,33,30-34,30-34,30 - 34,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Fallecido,No internado
4464,2022,7,19,18:00 a 23:59,Noche,Mayo,Sabado,Sacatepéquez,Magdalena Milpas Altas,4,Hombre,45,45-49,45-49,45 - 49,Mayor,Camioneta,Acura,Ignorado,1998,1990-1999,Atropello,Lesionado,Internado
4465,2022,8,19,18:00 a 23:59,Noche,Mayo,Domingo,Guatemala,Guatemala,9,Ignorado,25,25-29,25-29,25 - 29,Mayor,Automóvil,Toyota,Beige,Ignorado,Ignorado,Atropello,Lesionado,Internado
4466,2022,8,18,18:00 a 23:59,Noche,Mayo,Domingo,Escuintla,Santa Lucía Cotzumalguapa,1,Hombre,3,Menor de 15,Menor de 15,0 - 4,Menor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Atropello,Lesionado,Internado
4467,2022,8,14,12:00 a 17:59,Tarde,Mayo,Domingo,Totonicapán,Totonicapán,Ignorado,Mujer,79,75-79,60 y más,75 - 79,Mayor,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Atropello,Fallecido,No internado
4468,2022,8,20,18:00 a 23:59,Noche,Mayo,Domingo,El Progreso,Sanarate,Ignorado,Mujer,25,25-29,25-29,25 - 29,Mayor,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Fallecido,No internado
4469,2022,8,9,06:00 a 11:59,Mañana,Mayo,Domingo,El Progreso,Morazán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Fallecido,No internado
4470,2022,8,22,18:00 a 23:59,Noche,Mayo,Domingo,Petén,Flores,Ignorado,Hombre,59,55-59,55-59,55 - 59,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Fallecido,No internado
4471,2022,8,22,18:00 a 23:59,Noche,Mayo,Domingo,Petén,San Luis,Ignorado,Hombre,47,45-49,45-49,45 - 49,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Fallecido,No internado
4472,2022,10,15,12:00 a 17:59,Tarde,Mayo,Martes,Guatemala,Guatemala,21,Mujer,24,20-24,20-24,20 - 24,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Lesionado,Internado
4473,2022,10,12,12:00 a 17:59,Tarde,Mayo,Martes,Baja Verapaz,Rabinal,Ignorado,Mujer,59,55-59,55-59,55 - 59,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Lesionado,Internado
4474,2022,11,13,12:00 a 17:59,Tarde,Mayo,Miercoles,Guatemala,Guatemala,1,Hombre,13,Menor de 15,Menor de 15,10 - 14,Menor,Camión,Freightliner,Blanco,2000,2000-2009,Atropello,Lesionado,Internado
4475,2022,11,20,18:00 a 23:59,Noche,Mayo,Miercoles,Guatemala,Guatemala,6,Hombre,57,55-59,55-59,55 - 59,Mayor,Motocicleta,TVS Apache,Rojo,Ignorado,Ignorado,Atropello,Lesionado,Internado
4476,2022,11,22,18:00 a 23:59,Noche,Mayo,Miercoles,Guatemala,Guatemala,25,Hombre,57,55-59,55-59,55 - 59,Mayor,Cabezal,Freightliner,Blanco,Ignorado,Ignorado,Atropello,Fallecido,No internado
4477,2022,11,20,18:00 a 23:59,Noche,Mayo,Miercoles,Guatemala,Amatitlán,Ignorado,Hombre,21,20-24,20-24,20 - 24,Mayor,Motocicleta,Bajaj,Blanco,Ignorado,Ignorado,Atropello,Lesionado,Internado
4478,2022,11,12,12:00 a 17:59,Tarde,Mayo,Miercoles,Quetzaltenango,Quetzaltenango,Ignorado,Mujer,26,25-29,25-29,25 - 29,Mayor,Pick up,Mazda,Blanco,Ignorado,Ignorado,Atropello,Lesionado,Internado
4479,2022,11,0,00:00 a 05:59,Mañana,Mayo,Miercoles,Petén,Sayaxché,Ignorado,Hombre,29,25-29,25-29,25 - 29,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Fallecido,No internado
4480,2022,11,20,18:00 a 23:59,Noche,Mayo,Miercoles,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,25,25-29,25-29,25 - 29,Mayor,Automóvil,Mazda,Corinto,2014,2010-2019,Atropello,Lesionado,Internado
4481,2022,12,20,18:00 a 23:59,Noche,Mayo,Jueves,Guatemala,Guatemala,18,Mujer,56,55-59,55-59,55 - 59,Mayor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Atropello,Lesionado,Internado
4482,2022,12,7,06:00 a 11:59,Mañana,Mayo,Jueves,Guatemala,Guatemala,12,Hombre,73,70-74,60 y más,70 - 74,Mayor,Motocicleta,Yamaha,Ignorado,2022,2020-2029,Atropello,Lesionado,Internado
4483,2022,12,0,00:00 a 05:59,Mañana,Mayo,Jueves,Guatemala,Mixco,2,Hombre,70,70-74,60 y más,70 - 74,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Lesionado,Internado
4484,2022,12,18,18:00 a 23:59,Noche,Mayo,Jueves,Quetzaltenango,Concepción Chiquirichapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Bus extraurbano,Internacional,Blanco,1995,1990-1999,Atropello,Fallecido,No internado
4485,2022,12,22,18:00 a 23:59,Noche,Mayo,Jueves,Petén,San Benito,Ignorado,Mujer,4,Menor de 15,Menor de 15,0 - 4,Menor,Automóvil,Toyota,Corinto,Ignorado,Ignorado,Atropello,Lesionado,Internado
4486,2022,12,22,18:00 a 23:59,Noche,Mayo,Jueves,Chimaltenango,Chimaltenango,1,Mujer,24,20-24,20-24,20 - 24,Mayor,Automóvil,Toyota,Gris,2005,2000-2009,Atropello,Lesionado,No internado
4487,2022,12,22,18:00 a 23:59,Noche,Mayo,Jueves,Chimaltenango,Chimaltenango,1,Mujer,17,15-19,15-19,15 - 19,Menor,Automóvil,Toyota,Gris,2005,2000-2009,Atropello,Lesionado,No internado
4488,2022,13,19,18:00 a 23:59,Noche,Mayo,Viernes,Guatemala,Guatemala,1,Hombre,37,35-39,35-39,35 - 39,Mayor,Automóvil,Suzuki,Blanco,2022,2020-2029,Atropello,Lesionado,Internado
4489,2022,13,12,12:00 a 17:59,Tarde,Mayo,Viernes,Guatemala,Guatemala,1,Hombre,31,30-34,30-34,30 - 34,Mayor,Motocicleta,Italika,Negro,Ignorado,Ignorado,Atropello,Lesionado,Internado
4490,2022,13,18,18:00 a 23:59,Noche,Mayo,Viernes,Guatemala,Villa Nueva,5,Mujer,60,60-64,60 y más,60 - 64,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Lesionado,Internado
4491,2022,13,6,06:00 a 11:59,Mañana,Mayo,Viernes,Retalhuleu,El Asintal,Ignorado,Hombre,75,75-79,60 y más,75 - 79,Mayor,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Fallecido,No internado
4492,2022,13,9,06:00 a 11:59,Mañana,Mayo,Viernes,Alta Verapaz,Santa Cruz Verapaz,Ignorado,Hombre,45,45-49,45-49,45 - 49,Mayor,Bus urbano,Nissan,Ignorado,2020,2020-2029,Atropello,Lesionado,Internado
4493,2022,13,23,18:00 a 23:59,Noche,Mayo,Viernes,Baja Verapaz,Salamá,Ignorado,Hombre,57,55-59,55-59,55 - 59,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Lesionado,Internado
4494,2022,13,20,18:00 a 23:59,Noche,Mayo,Viernes,Sacatepéquez,San Antonio Aguas Calientes,Ignorado,Hombre,11,Menor de 15,Menor de 15,10 - 14,Menor,Motocicleta,Yamaha,Rojo,Ignorado,Ignorado,Atropello,Lesionado,Internado
4495,2022,14,19,18:00 a 23:59,Noche,Mayo,Sabado,Guatemala,Guatemala,18,Hombre,25,25-29,25-29,25 - 29,Mayor,Pick up,Toyota,Azul,Ignorado,Ignorado,Atropello,Fallecido,No internado
4496,2022,14,17,12:00 a 17:59,Tarde,Mayo,Sabado,Guatemala,San José Pinula,Ignorado,Hombre,21,20-24,20-24,20 - 24,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Lesionado,Internado
4497,2022,14,17,12:00 a 17:59,Tarde,Mayo,Sabado,Guatemala,San José Pinula,Ignorado,Hombre,51,50-54,50-54,50 - 54,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Lesionado,Internado
4498,2022,14,0,00:00 a 05:59,Mañana,Mayo,Sabado,Quetzaltenango,Quetzaltenango,Ignorado,Hombre,25,25-29,25-29,25 - 29,Mayor,Motocicleta,Italika,Azul,2016,2010-2019,Atropello,Fallecido,No internado
4499,2022,14,0,00:00 a 05:59,Mañana,Mayo,Sabado,Quetzaltenango,Quetzaltenango,Ignorado,Hombre,23,20-24,20-24,20 - 24,Mayor,Motocicleta,Italika,Azul,2016,2010-2019,Atropello,Lesionado,Internado
4500,2022,14,17,12:00 a 17:59,Tarde,Mayo,Sabado,Totonicapán,San Cristóbal Totonicapán,Ignorado,Hombre,53,50-54,50-54,50 - 54,Mayor,Motocicleta,Bajaj,Negro,2022,2020-2029,Atropello,Lesionado,Internado
4501,2022,14,11,06:00 a 11:59,Mañana,Mayo,Sabado,Alta Verapaz,San Juan Chamelco,Ignorado,Hombre,24,20-24,20-24,20 - 24,Mayor,Camión,Internacional,Verde,2005,2000-2009,Atropello,Lesionado,Internado
4502,2022,14,11,06:00 a 11:59,Mañana,Mayo,Sabado,Alta Verapaz,San Juan Chamelco,Ignorado,Hombre,7,Menor de 15,Menor de 15,5 - 9,Menor,Camión,Internacional,Verde,2005,2000-2009,Atropello,Lesionado,Internado
4503,2022,14,18,18:00 a 23:59,Noche,Mayo,Sabado,Chimaltenango,El Tejar,Ignorado,Hombre,33,30-34,30-34,30 - 34,Mayor,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Atropello,Lesionado,Internado
4504,2022,15,12,12:00 a 17:59,Tarde,Mayo,Domingo,Guatemala,Guatemala,1,Hombre,33,30-34,30-34,30 - 34,Mayor,Motocicleta,TVS Apache,Negro,2020,2020-2029,Atropello,Lesionado,Internado
4505,2022,15,12,12:00 a 17:59,Tarde,Mayo,Domingo,Guatemala,Guatemala,1,Mujer,36,35-39,35-39,35 - 39,Mayor,Motocicleta,TVS Apache,Negro,2020,2020-2029,Atropello,Lesionado,Internado
4506,2022,15,12,12:00 a 17:59,Tarde,Mayo,Domingo,Guatemala,Guatemala,1,Mujer,21,20-24,20-24,20 - 24,Mayor,Motocicleta,TVS Apache,Negro,2020,2020-2029,Atropello,Lesionado,Internado
4507,2022,15,12,12:00 a 17:59,Tarde,Mayo,Domingo,Guatemala,Guatemala,1,Mujer,5,Menor de 15,Menor de 15,5 - 9,Menor,Motocicleta,TVS Apache,Negro,2020,2020-2029,Atropello,Lesionado,Internado
4508,2022,15,11,06:00 a 11:59,Mañana,Mayo,Domingo,Guatemala,Guatemala,11,Hombre,37,35-39,35-39,35 - 39,Mayor,Automóvil,Toyota,Beige,2006,2000-2009,Atropello,Lesionado,Internado
4509,2022,15,15,12:00 a 17:59,Tarde,Mayo,Domingo,San Marcos,San Marcos,5,Hombre,45,45-49,45-49,45 - 49,Mayor,Automóvil,Kia,Gris,2004,2000-2009,Atropello,Lesionado,Internado
4510,2022,16,11,06:00 a 11:59,Mañana,Mayo,Lunes,Guatemala,Fraijanes,Ignorado,Mujer,10,Menor de 15,Menor de 15,10 - 14,Menor,Bus urbano,Isuzu,Blanco,2019,2010-2019,Atropello,Lesionado,Internado
4511,2022,16,11,06:00 a 11:59,Mañana,Mayo,Lunes,Guatemala,Fraijanes,Ignorado,Mujer,32,30-34,30-34,30 - 34,Mayor,Bus urbano,Isuzu,Blanco,2019,2010-2019,Atropello,Lesionado,Internado
4512,2022,16,6,06:00 a 11:59,Mañana,Mayo,Lunes,Guatemala,Petapa,Ignorado,Hombre,41,40-44,40-44,40 - 44,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Fallecido,No internado
4513,2022,16,23,18:00 a 23:59,Noche,Mayo,Lunes,Chimaltenango,Patzicía,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Fallecido,No internado
4514,2022,17,18,18:00 a 23:59,Noche,Mayo,Martes,Guatemala,Guatemala,3,Mujer,26,25-29,25-29,25 - 29,Mayor,Camión,Internacional,Blanco,2001,2000-2009,Atropello,Lesionado,Internado
4515,2022,17,22,18:00 a 23:59,Noche,Mayo,Martes,Guatemala,Guatemala,1,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Lesionado,Internado
4516,2022,17,21,18:00 a 23:59,Noche,Mayo,Martes,Guatemala,Guatemala,12,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Toyota,Rojo,2022,2020-2029,Atropello,Lesionado,Internado
4517,2022,17,21,18:00 a 23:59,Noche,Mayo,Martes,Guatemala,Guatemala,7,Hombre,27,25-29,25-29,25 - 29,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Lesionado,Internado
4518,2022,17,21,18:00 a 23:59,Noche,Mayo,Martes,Guatemala,Villa Nueva,4,Mujer,11,Menor de 15,Menor de 15,10 - 14,Menor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Atropello,Lesionado,Internado
4519,2022,17,11,06:00 a 11:59,Mañana,Mayo,Martes,Huehuetenango,Huehuetenango,Ignorado,Mujer,7,Menor de 15,Menor de 15,5 - 9,Menor,Camión,Ignorado,Amarillo,Ignorado,Ignorado,Atropello,Fallecido,No internado
4520,2022,17,11,06:00 a 11:59,Mañana,Mayo,Martes,Huehuetenango,Huehuetenango,Ignorado,Mujer,11,Menor de 15,Menor de 15,10 - 14,Menor,Camión,Ignorado,Amarillo,Ignorado,Ignorado,Atropello,Lesionado,Internado
4521,2022,18,2,00:00 a 05:59,Mañana,Mayo,Miercoles,Guatemala,Mixco,1,Hombre,62,60-64,60 y más,60 - 64,Mayor,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Atropello,Lesionado,Internado
4522,2022,18,7,06:00 a 11:59,Mañana,Mayo,Miercoles,Chiquimula,Chiquimula,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Atropello,Lesionado,Internado
4523,2022,19,18,18:00 a 23:59,Noche,Mayo,Jueves,Guatemala,Guatemala,3,Mujer,13,Menor de 15,Menor de 15,10 - 14,Menor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Atropello,Lesionado,Internado
4524,2022,19,7,06:00 a 11:59,Mañana,Mayo,Jueves,Guatemala,Guatemala,17,Hombre,60,60-64,60 y más,60 - 64,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Fallecido,Internado
4525,2022,19,23,18:00 a 23:59,Noche,Mayo,Jueves,Guatemala,Guatemala,12,Hombre,45,45-49,45-49,45 - 49,Mayor,Motocicleta,Hero Hunk,Negro,2012,2010-2019,Atropello,Lesionado,Internado
4526,2022,19,23,18:00 a 23:59,Noche,Mayo,Jueves,Guatemala,Guatemala,12,Hombre,30,30-34,30-34,30 - 34,Mayor,Motocicleta,Hero Hunk,Negro,2012,2010-2019,Atropello,Lesionado,Internado
4527,2022,19,2,00:00 a 05:59,Mañana,Mayo,Jueves,Guatemala,Guatemala,12,Hombre,29,25-29,25-29,25 - 29,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Lesionado,Internado
4528,2022,19,9,06:00 a 11:59,Mañana,Mayo,Jueves,Guatemala,Mixco,6,Mujer,32,30-34,30-34,30 - 34,Mayor,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Atropello,Lesionado,Internado
4529,2022,19,13,12:00 a 17:59,Tarde,Mayo,Jueves,Santa Rosa,Cuilapa,Ignorado,Hombre,53,50-54,50-54,50 - 54,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Fallecido,Internado
4530,2022,19,0,00:00 a 05:59,Mañana,Mayo,Jueves,El Progreso,Morazán,Ignorado,Hombre,23,20-24,20-24,20 - 24,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Lesionado,Internado
4531,2022,19,0,00:00 a 05:59,Mañana,Mayo,Jueves,El Progreso,Morazán,Ignorado,Hombre,27,25-29,25-29,25 - 29,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Lesionado,Internado
4532,2022,19,0,00:00 a 05:59,Mañana,Mayo,Jueves,El Progreso,Morazán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Lesionado,Internado
4533,2022,19,21,18:00 a 23:59,Noche,Mayo,Jueves,Quiché,Sacapulas,Ignorado,Hombre,45,45-49,45-49,45 - 49,Mayor,Camión,Ignorado,Blanco,Ignorado,Ignorado,Atropello,Fallecido,No internado
4534,2022,19,21,18:00 a 23:59,Noche,Mayo,Jueves,Quiché,Santa Cruz del Quiché,Ignorado,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Ignorado,Blanco,Ignorado,Ignorado,Atropello,Fallecido,No internado
4535,2022,19,18,18:00 a 23:59,Noche,Mayo,Jueves,Sacatepéquez,Antigua Guatemala,Ignorado,Mujer,24,20-24,20-24,20 - 24,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Lesionado,Internado
4536,2022,20,19,18:00 a 23:59,Noche,Mayo,Viernes,Jutiapa,Quesada,Ignorado,Hombre,26,25-29,25-29,25 - 29,Mayor,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Lesionado,Internado
4537,2022,20,17,12:00 a 17:59,Tarde,Mayo,Viernes,Suchitepéquez,Santa Bárbara,Ignorado,Hombre,17,15-19,15-19,15 - 19,Menor,Camión,Hino,Blanco,1993,1990-1999,Atropello,Fallecido,No internado
4538,2022,20,6,06:00 a 11:59,Mañana,Mayo,Viernes,Retalhuleu,San Felipe Retalhuleu,Ignorado,Hombre,28,25-29,25-29,25 - 29,Mayor,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Fallecido,No internado
4539,2022,21,21,18:00 a 23:59,Noche,Mayo,Sabado,Guatemala,Guatemala,7,Mujer,68,65-69,60 y más,65 - 69,Mayor,Automóvil,Mitsubishi,Gris,2003,2000-2009,Atropello,Lesionado,Internado
4540,2022,21,9,06:00 a 11:59,Mañana,Mayo,Sabado,Guatemala,Villa Nueva,6,Mujer,17,15-19,15-19,15 - 19,Menor,Motocicleta,X-bow KRM,Anaranjado,2021,2020-2029,Atropello,Lesionado,Internado
4541,2022,21,20,18:00 a 23:59,Noche,Mayo,Sabado,Guatemala,Villa Nueva,3,Hombre,11,Menor de 15,Menor de 15,10 - 14,Menor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Atropello,Lesionado,Internado
4542,2022,21,15,12:00 a 17:59,Tarde,Mayo,Sabado,Guatemala,San Juan Sacatepéquez,Ignorado,Hombre,60,60-64,60 y más,60 - 64,Mayor,Motocicleta,Hero Hunk,Azul,2018,2010-2019,Atropello,Lesionado,Internado
4543,2022,21,13,12:00 a 17:59,Tarde,Mayo,Sabado,Escuintla,Escuintla,Ignorado,Hombre,83,80 y más,60 y más,80 o más,Mayor,Automóvil,Toyota,Blanco,2008,2000-2009,Atropello,Fallecido,No internado
4544,2022,21,23,18:00 a 23:59,Noche,Mayo,Sabado,Escuintla,Nueva Concepción,Ignorado,Hombre,22,20-24,20-24,20 - 24,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Fallecido,No internado
4545,2022,21,22,18:00 a 23:59,Noche,Mayo,Sabado,Quiché,Santa Cruz del Quiché,1,Hombre,4,Menor de 15,Menor de 15,0 - 4,Menor,Camioneta,Mitsubishi,Corinto,Ignorado,Ignorado,Atropello,Lesionado,No internado
4546,2022,21,10,06:00 a 11:59,Mañana,Mayo,Sabado,Chimaltenango,Chimaltenango,Ignorado,Hombre,69,65-69,60 y más,65 - 69,Mayor,Pick up,Toyota,Corinto,1995,1990-1999,Atropello,Fallecido,No internado
4547,2022,21,6,06:00 a 11:59,Mañana,Mayo,Sabado,Sacatepéquez,San Juan Alotenango,Ignorado,Hombre,45,45-49,45-49,45 - 49,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Fallecido,No internado
4548,2022,21,19,18:00 a 23:59,Noche,Mayo,Sabado,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,21,20-24,20-24,20 - 24,Mayor,Motocicleta,Suzuki,Azul,2012,2010-2019,Atropello,Lesionado,Internado
4549,2022,21,6,06:00 a 11:59,Mañana,Mayo,Sabado,Sacatepéquez,San Juan Alotenango,Ignorado,Hombre,61,60-64,60 y más,60 - 64,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Fallecido,No internado
4550,2022,22,19,18:00 a 23:59,Noche,Mayo,Domingo,Guatemala,Guatemala,5,Hombre,40,40-44,40-44,40 - 44,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Lesionado,Internado
4551,2022,22,3,00:00 a 05:59,Mañana,Mayo,Domingo,Guatemala,Guatemala,7,Hombre,32,30-34,30-34,30 - 34,Mayor,Automóvil,Hyundai,Café,2012,2010-2019,Atropello,Lesionado,Internado
4552,2022,22,14,12:00 a 17:59,Tarde,Mayo,Domingo,Escuintla,Masagua,Ignorado,Mujer,58,55-59,55-59,55 - 59,Mayor,Automóvil,Mitsubishi,Negro,Ignorado,Ignorado,Atropello,Lesionado,Internado
4553,2022,22,20,18:00 a 23:59,Noche,Mayo,Domingo,Suchitepéquez,San Francisco Zapotitlán,1,Hombre,43,40-44,40-44,40 - 44,Mayor,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Atropello,Lesionado,Internado
4554,2022,22,13,12:00 a 17:59,Tarde,Mayo,Domingo,Retalhuleu,Retalhuleu,Ignorado,Hombre,17,15-19,15-19,15 - 19,Menor,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Fallecido,No internado
4555,2022,22,18,18:00 a 23:59,Noche,Mayo,Domingo,Alta Verapaz,Cobán,11,Hombre,1,Menor de 15,Menor de 15,0 - 4,Menor,Motocicleta,Hero Hunk,Rojo,Ignorado,Ignorado,Atropello,Lesionado,Internado
4556,2022,22,19,18:00 a 23:59,Noche,Mayo,Domingo,El Progreso,San Agustín Acasaguastlán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Serpento,Azul,2015,2010-2019,Atropello,Lesionado,No internado
4557,2022,22,19,18:00 a 23:59,Noche,Mayo,Domingo,El Progreso,San Agustín Acasaguastlán,Ignorado,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Serpento,Azul,2015,2010-2019,Atropello,Lesionado,No internado
4558,2022,22,20,18:00 a 23:59,Noche,Mayo,Domingo,Sololá,Panajachel,1,Mujer,40,40-44,40-44,40 - 44,Mayor,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Atropello,Lesionado,No internado
4559,2022,23,8,06:00 a 11:59,Mañana,Mayo,Lunes,Escuintla,Escuintla,Ignorado,Hombre,31,30-34,30-34,30 - 34,Mayor,Motocicleta,MRT,Blanco,2018,2010-2019,Atropello,Lesionado,Internado
4560,2022,23,5,00:00 a 05:59,Mañana,Mayo,Lunes,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Hombre,55,55-59,55-59,55 - 59,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Fallecido,No internado
4561,2022,24,14,12:00 a 17:59,Tarde,Mayo,Martes,Guatemala,Guatemala,18,Hombre,39,35-39,35-39,35 - 39,Mayor,Camión,Hino,Blanco,2016,2010-2019,Atropello,Lesionado,Internado
4562,2022,24,14,12:00 a 17:59,Tarde,Mayo,Martes,Guatemala,Guatemala,18,Hombre,21,20-24,20-24,20 - 24,Mayor,Camión,Hino,Blanco,2016,2010-2019,Atropello,Lesionado,No internado
4563,2022,24,16,12:00 a 17:59,Tarde,Mayo,Martes,Guatemala,Guatemala,18,Mujer,26,25-29,25-29,25 - 29,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Lesionado,Internado
4564,2022,24,16,12:00 a 17:59,Tarde,Mayo,Martes,Guatemala,Guatemala,18,Hombre,10,Menor de 15,Menor de 15,10 - 14,Menor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Lesionado,Internado
4565,2022,24,16,12:00 a 17:59,Tarde,Mayo,Martes,Guatemala,Guatemala,18,Hombre,2,Menor de 15,Menor de 15,0 - 4,Menor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Lesionado,Internado
4566,2022,24,1,00:00 a 05:59,Mañana,Mayo,Martes,Guatemala,Villa Nueva,6,Hombre,28,25-29,25-29,25 - 29,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Lesionado,Internado
4567,2022,25,23,18:00 a 23:59,Noche,Mayo,Miercoles,Guatemala,Guatemala,18,Hombre,30,30-34,30-34,30 - 34,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,Lesionado,Internado
